so_id,order_date,warehouse_id,status,created_at
SO-108121277fa3,2025-02-28,WH_Midland,completed,2025-02-28T14:39:29.187794
SO-c9b767c03f55,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-4e646aa1bdf1,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-10f4724cb0b7,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-3377e4096cc7,2025-02-28,WH1_South,completed,2025-02-28T14:39:29.187794
SO-45298888ec25,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-9a8e32b48b4c,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-906ccf4df347,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-53e7d231e165,2025-02-28,WH_Midland,completed,2025-02-28T14:39:29.187794
SO-d20b8714b620,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-28ffc0246f0a,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-ed8397e04e62,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-04ad988cb97f,2025-02-28,WH_North,completed,2025-02-28T14:39:29.187794
SO-e82f09237e73,2025-02-28,WH1_South,completed,2025-02-28T14:39:29.187794
SO-dec68f7f43a7,2025-02-28,WH_Midland,completed,2025-02-28T14:39:29.187794
SO-e1814de7972c,2025-02-28,WH_Midland,completed,2025-02-28T14:39:29.187794
SO-eb7d37ad1b2f,2025-02-28,WH_Midland,completed,2025-02-28T14:39:29.187794
SO-ea6053d2d710,2025-02-28,WH1_South,completed,2025-02-28T14:39:29.187794
SO-2316722d2b34,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-61ea5adf4924,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-f637413628fb,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-79978ebf032e,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-809b36bb88a7,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-4bf688a96edf,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-e2db847ae0ad,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-c6c96f8cfb2f,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-fa0789b3973b,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-24c644340824,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-847ee2bead7d,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-b285844a2c6f,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-7f50d24f5ac1,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-0c509abe79db,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-fb6030e32562,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-f32034385b18,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-b4f63ce56106,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-5173c46615dd,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-41e22987141d,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-8a1cb7240b0a,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-1b8e4f6a401f,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-d0124671a690,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-d0b2675bc2d5,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-2813a5c85871,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-79e2bf04bca5,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-bef4728d354d,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-7c2b7fba6afa,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-d137cdf37d47,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-da80700a53e6,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-d9567fef4b4c,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-562fd870fbca,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-68c07d3c6090,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-938f2587bcdf,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-d7c7686cd998,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-cc126788129c,2025-03-01,WH_Midland,completed,2025-03-01T14:39:29.187794
SO-338617cd794c,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-b1483998018a,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-9d66e8d9952c,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-e6727b29f2d2,2025-03-01,WH1_South,completed,2025-03-01T14:39:29.187794
SO-e3aabca9687f,2025-03-01,WH_North,completed,2025-03-01T14:39:29.187794
SO-62b7fe151699,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-935065ed50b2,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-a959470696d3,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-6f8ee6ff61a8,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-c5e66ac0af35,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-d4ea114c7df8,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-2c704b463f9b,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-7504c241b46a,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-e8721d895e13,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-eab1a05a4ace,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-021182e8657e,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-ccd7fb2972d0,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-de4dd547487d,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-ddc16b093327,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-0b07b55bb45e,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-2b9d15f5e9c0,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-3cbfb4573d8a,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-126daa708eb3,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-edcf795b9cf8,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-38d385f8fa9f,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-0b5c4dbd6b88,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-6a4e2f4b7c71,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-18d15def2668,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-f6e288311978,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-ff3c420f949f,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-0633dd71a65e,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-ff43731724c3,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-35de75427f13,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-85c2073f57ce,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-d182b1c719ea,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-a221576ce580,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-59bd4806a8e2,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-bef64a46bc14,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-4689f5bc0bb7,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-c95e1080c447,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-61e998e63543,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-b0857a6efcbf,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-aebb892c8d68,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-3ed08e2e5ff0,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-174f5d6057b6,2025-03-02,WH_North,completed,2025-03-02T14:39:29.187794
SO-c30bc405f6f6,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-d7f81a5a35c0,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-2a3ee686b6df,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-ef7f789c0952,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-8a72cb6f8d2b,2025-03-02,WH_Midland,completed,2025-03-02T14:39:29.187794
SO-738a32c66053,2025-03-02,WH1_South,completed,2025-03-02T14:39:29.187794
SO-8b459fbb001c,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-2dd51a4ee35c,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-8d0db9b51dcc,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-bff3bcffed73,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-91e84bf1d6b6,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-420ef509a571,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-413523de70ee,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-fdc0a026f20c,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-835bca5cfe70,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-9811119c44f9,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-959aa698e2d1,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-834690caebc4,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-229371e37650,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-f7237f3ec439,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-3cefee7b2e5b,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-05491d0fd6db,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-74786d19a503,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-4632a389b556,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-bd41bdcfaff8,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-bb212021c6c2,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-e7c14412b281,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-9a662aa9622e,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-5f23c7a07fa4,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-3c3de4f59bd7,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-aeb5b2b19d09,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-9ff3f84aefe6,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-c4b1523a929d,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-487d3e3b4134,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-521e36626310,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-7e2f3f4f42ee,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-8ee1cb6f283b,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-676f988de865,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-06e4459f7d8c,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-e7fc57833f2e,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-fc9d02b9748f,2025-03-03,WH_North,completed,2025-03-03T14:39:29.187794
SO-5738523014fa,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-8a8337320169,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-08d1edb20004,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-e5c4744b122d,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-c1bf7089b6ca,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-419c4fc6257b,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-a9214fb88352,2025-03-03,WH_Midland,completed,2025-03-03T14:39:29.187794
SO-1831382c7c94,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-5e69e9430eea,2025-03-03,WH1_South,completed,2025-03-03T14:39:29.187794
SO-efefc86b8500,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-f3bb0cb8e6fb,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-e40791224d5a,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-35a5b4f39cd2,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-715e6b2971f6,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-70c4c16d5aed,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-8988cd80aef3,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-04cee87399a1,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-8e6cc2dcb1db,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-91cf62202b85,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-e1b1d1fc9a6c,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-9c789a80016e,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-9e881f25b44f,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-7e5bfae66732,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-35cf43e0f668,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-edc3ee2df969,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-ad060f572d9f,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-69cf0a96b148,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-542e384a5ff0,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-448e670663c6,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-c060add63004,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-5bbacdd4f233,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-8d1194910b86,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-d38369aeaca6,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-5a6e00939fe2,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-1d4db299fe39,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-44154d9c017d,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-db4151bdfddb,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-bde049a424a7,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-f60480f551ce,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-5e2c8b4c0705,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-0e8be994b505,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-cba3c294e040,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-9d05da3bf887,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-90a624f07045,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-600a9a737929,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-3b6fadaf4463,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-1210547f70b8,2025-03-04,WH_Midland,completed,2025-03-04T14:39:29.187794
SO-2634a57309c5,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-e9afce095f63,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-a3bd5bbde786,2025-03-04,WH1_South,completed,2025-03-04T14:39:29.187794
SO-94c06c2fd906,2025-03-04,WH_North,completed,2025-03-04T14:39:29.187794
SO-b4ae1256cb70,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-3574cbe75fde,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-dcb125b66cde,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-1c5dca5f3104,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-4e1793309d12,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-2620e12bc94a,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-f6b0b5d17a32,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-6bb4cd86ccbf,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-98bc40aa4c5f,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-d8839129de0f,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-0d7d36ca150f,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-78fdfef68616,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-d02afedfb723,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-2bd33000a916,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-df2883833e08,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-f4abf05b720d,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-65b8945b4541,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-d79f1ca175ad,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-6163d785e1b2,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-314bc3a26a7c,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-680e7b0642eb,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-6562b44a5840,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-714313f77754,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-cc9bfa91d681,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-67bb62faf4ba,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-dad73363f993,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-a20cf9a82746,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-65ced279f086,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-5d17cc059bc8,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-63458ab4aeb4,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-8dec02b02e32,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-0d401da41466,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-6f7bbd98bd4d,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-dbccb8ae8e94,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-b05a432ea8f2,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-9af141e0bc21,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-2d2bf02d804f,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-a4422a447329,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-9a419905263e,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
SO-fadba6077631,2025-03-05,WH_North,completed,2025-03-05T14:39:29.187794
SO-e095567343e5,2025-03-05,WH1_South,completed,2025-03-05T14:39:29.187794
SO-dae0ba6d477f,2025-03-05,WH_Midland,completed,2025-03-05T14:39:29.187794
